Locustag	begin	end	length	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2123	2204857	2205708	852	-	2204857	2205708	852	ORF	similar to maltodextrin ABC-transport system (permease)	hypothetical protein - RAST_Product: Maltose/maltodextrin ABC transporter, permease protein MalG	Maltose/maltodextrin ABC transporter, permease protein MalG	Operon_389	Carbohydrate transport and metabolism	ATG	 
lmo2124	2205709	2207016	1308	-	2205709	2207016	1308	ORF	similar to maltodextrin ABC-transport system (permease)	hypothetical protein - RAST_Product: Maltose/maltodextrin ABC transporter, permease protein MalF	Maltose/maltodextrin ABC transporter, permease protein MalF	Operon_389	Carbohydrate transport and metabolism	ATG	 
lmo2125	2207103	2208362	1260	-	2207103	2208362	1260	ORF	similar to maltose/maltodextrin ABC-transporter (binding protein)	hypothetical protein - RAST_Product: Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	Operon_389	Carbohydrate transport and metabolism	ATG	 
lmo2126	2208576	2210351	1776	-	2208576	2210351	1776	ORF	similar to maltogenic amylase	hypothetical protein - RAST_Product: Neopullulanase (EC 3.2.1.135)	Neopullulanase (EC 3.2.1.135)	Operon_389	Carbohydrate transport and metabolism	ATG	 
lmo2127	2210609	2211244	636	+	2210609	2211244	636	ORF	lmo2127	hypothetical protein - RAST_Product: CAAX amino terminal protease family protein	CAAX amino terminal protease family protein		General function prediction only	ATG	 
lmo2128	2211280	2212245	966	-	2211280	2212245	966	ORF	similar to transcription regulator, LacI family	hypothetical protein - RAST_Product: Maltose operon transcriptional repressor MalR, LacI family	Maltose operon transcriptional repressor MalR, LacI family		Transcription	ATG	 
lmo2129	2212384	2212620	237	-	2212384	2212620	237	ORF	lmo2129	hypothetical protein	FIG00774447: hypothetical protein		Not in COGs	ATG	 
lmo2130	2213218	2215041	1824	-	2213218	2215041	1824	ORF		hypothetical protein - RAST_Product: Amino acid permease	Amino acid permease		Amino acid transport and metabolism	ATG	 
lmo2131	2216054	2216743	690	-	2216054	2216743	690	ORF	lmo2131	hypothetical protein - RAST_Product: FIG00774656: hypothetical protein	FIG00774656: hypothetical protein		Signal transduction mechanisms	ATG	 
lmo2132	2217222	2217953	732	+	2217222	2217953	732	ORF	lmo2132	hypothetical protein - RAST_Product: FIG00774113: hypothetical protein	FIG00774113: hypothetical protein		Signal transduction mechanisms	ATG	 
lmo2133	2217963	2218862	900	-	2217963	2218862	900	ORF	similar to fructose-1,6-biphosphate aldolase type II	hypothetical protein - RAST_Product: Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)		Carbohydrate transport and metabolism	ATG	 
lmo2134	2218879	2219733	855	-	2218879	2219733	855	ORF	similar to fructose-1,6-biphosphate aldolase type II	hypothetical protein - RAST_Product: Fructose-bisphosphate aldolase class II (EC 4.1.2.13) homolog	Fructose-bisphosphate aldolase class II (EC 4.1.2.13) homolog		Carbohydrate transport and metabolism	ATG	 
lmo2135	2219751	2220845	1095	-	2219751	2220845	1095	ORF	similar to PTS system, fructose-specific enzyme IIC component	hypothetical protein	PTS system, fructose-specific IIBC component (EC 2.7.1.69)		Carbohydrate transport and metabolism	ATG	 
lmo2136	2220862	2221173	312	-	2220862	2221173	312	ORF	similar to PTS system, fructose-specific enzyme IIB component	hypothetical protein - RAST_Product: PTS system, fructose-specific IIB component (EC 2.7.1.69)	PTS system, fructose-specific IIB component (EC 2.7.1.69)		Carbohydrate transport and metabolism	ATG	 
lmo2137	2221186	2221659	474	-	2221186	2221659	474	ORF	similar to PTS system, fructose-specific enzyme IIA component	hypothetical protein - RAST_Product: PTS system, fructose-specific IIA component (EC 2.7.1.69)	PTS system, fructose-specific IIA component (EC 2.7.1.69)		"Carbohydrate transport and metabolism; Signal transduction mechanisms;"	ATG	 
lmo2138	2221671	2223128	1458	-	2221671	2223128	1458	ORF	similar to transcription regulator	hypothetical protein - RAST_Product: Transcriptional antiterminator of lichenan operon, BglG family	Transcriptional antiterminator of lichenan operon, BglG family		Transcription	ATG	 
lmo2139	2223324	2224226	903	+	2223324	2224226	903	ORF	similar to ABC transporter (ATP-binding protein)	hypothetical protein - RAST_Product: ABC transporter, ATP-binding protein	ABC transporter, ATP-binding protein	Operon_390	General function prediction only	GTG	 
lmo2140	2224219	2225454	1236	+	2224219	2225454	1236	ORF	similar to ABC transporter (membrane protein)	hypothetical protein - RAST_Product: ABC transporter, permease protein	ABC transporter, permease protein	Operon_390	"Energy production and conversion; Inorganic ion transport and metabolism;"	ATG	 
lmo2141	2225471	2225944	474	+	2225471	2225944	474	ORF		hypothetical protein - RAST_Product: acetyltransferase, GNAT family	acetyltransferase, GNAT family	Operon_390	"Transcription; General function prediction only;"	ATG	 
lmo2142	2226533	2227198	666	-	2226533	2227198	666	ORF	lmo2142	hypothetical protein - RAST_Product: FIG00774386: hypothetical protein	FIG00774386: hypothetical protein		Transcription	ATG	 
lmo2143	2227412	2229154	1743	+	2227412	2229154	1743	ORF	weakly similar to mannose-6-phosphate isomerase	hypothetical protein - RAST_Product: mannose-6-phosphate isomerase, class I	mannose-6-phosphate isomerase, class I		Carbohydrate transport and metabolism	TTG	 
lmo2144	2229193	2229927	735	-	2229193	2229927	735	ORF	similar to transcription regulator GntR family	hypothetical protein - RAST_Product: transcriptional regulator, GntR family	transcriptional regulator, GntR family		Transcription	ATG	 
lmo2145	2230042	2231058	1017	-	2230042	2231058	1017	ORF		hypothetical protein - RAST_Product: Predicted nicotinate-regulated transporter BH3254	Predicted nicotinate-regulated transporter BH3254		General function prediction only	ATG	 
lmo2146	2231127	2231981	855	-	2231127	2231981	855	ORF	similar to transcription regulator LysR family	hypothetical protein - RAST_Product: LysR family transcriptional regulator YeiE	LysR family transcriptional regulator YeiE		Transcription	ATG	 
lmo2147	2232087	2233094	1008	+	2232087	2233094	1008	ORF		hypothetical protein - RAST_Product: Putative membrane protein YeiH	Putative membrane protein YeiH	Operon_391	Function unknown	ATG	 
lmo2148	2233150	2233791	642	+	2233150	2233791	642	ORF		hypothetical protein - RAST_Product: FIG00774416: hypothetical protein	FIG00774416: hypothetical protein	Operon_391	Function unknown	ATG	 
lmo2149	2233841	2234158	318	-	2233841	2234158	318	ORF		hypothetical protein - RAST_Product: hypothetical protein	hypothetical protein		General function prediction only	ATG	 
lmo2150	2234357	2234533	177	+	2234357	2234533	177	ORF	lmo2150	hypothetical protein - RAST_Product: FIG00774336: hypothetical protein	FIG00774336: hypothetical protein		Not in COGs	ATG	 
lmo2151	2234575	2234874	300	-	2234575	2234874	300	ORF		hypothetical protein - RAST_Product: FIG00774036: hypothetical protein	FIG00774036: hypothetical protein		General function prediction only	GTG	 
lmo2152	2234982	2235308	327	-	2234982	2235308	327	ORF	similar to thioredoxin	hypothetical protein - RAST_Product: thioredoxin, putative	thioredoxin, putative	Operon_392	"Posttranslational modification, protein turnover, chaperones; Energy production and conversion;"	ATG	 
lmo2153	2235305	2235742	438	-	2235305	2235742	438	ORF	"similar to flavodoxin; An electron-transfer protein; flavodoxin binds one FMN molecule, which serves as a redox-active prosthetic group"	flavodoxin	flavodoxin	Operon_392	Energy production and conversion	ATG	 
lmo2154	2235739	2236788	1050	-	2235739	2236788	1050	ORF	"similar to ribonucleoside-diphosphate reductase, subunit beta; B2 or R2 protein; type 1b enzyme; catalyzes the rate-limiting step in dNTP synthesis; converts nucleotides to deoxynucleotides; forms a homodimer and then a multimeric complex with NrdE"	ribonucleotide-diphosphate reductase subunit beta	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Operon_392	Nucleotide transport and metabolism	ATG	 
lmo2155	2236844	2239135	2292	-	2236844	2239135	2292	ORF	"similar to ribonucleoside-diphosphate reductase, subunit alpha; Catalyzes the rate-limiting step in dNTP synthesis"	ribonucleotide-diphosphate reductase subunit alpha	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	Operon_392	Nucleotide transport and metabolism	ATG	 
lmo2156	2239672	2240013	342	+	2239672	2240013	342	ORF	lmo2156	hypothetical protein - RAST_Product: FIG00774317: hypothetical protein	FIG00774317: hypothetical protein		Function unknown	ATG	 
lmo2157	2240068	2241969	1902	-	2240068	2241969	1902	ORF		hypothetical protein - RAST_Product: alkyl sulfatase (EC 3.1.6.-)	alkyl sulfatase (EC 3.1.6.-)		Secondary metabolites biosynthesis, transport and catabolism	ATG	 
lmo2158	2242097	2242282	186	-	2242097	2242282	186	ORF	similar to B. subtilis YwmG protein	hypothetical protein - RAST_Product: FIG00774237: hypothetical protein	FIG00774237: hypothetical protein		Function unknown	ATG	 
lmo2159	2242376	2243425	1050	-	2242376	2243425	1050	ORF	similar to oxidoreductase	hypothetical protein - RAST_Product: Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	Operon_393	General function prediction only	ATG	 
lmo2160	2243448	2244416	969	-	2243448	2244416	969	ORF		hypothetical protein - RAST_Product: Inosose isomerase (EC 5.3.99.-)	Inosose isomerase (EC 5.3.99.-)	Operon_393	Carbohydrate transport and metabolism	ATG	 
lmo2161	2244419	2245141	723	-	2244419	2245141	723	ORF	lmo2161	hypothetical protein - RAST_Product: FIG00774369: hypothetical protein	FIG00774369: hypothetical protein	Operon_393	Carbohydrate transport and metabolism	ATG	 
lmo2162	2245143	2245883	741	-	2245143	2245883	741	ORF		hypothetical protein - RAST_Product: Inosose dehydratase (EC 4.2.1.44)	Inosose dehydratase (EC 4.2.1.44)	Operon_393	Carbohydrate transport and metabolism	ATG	 
lmo2163	2245899	2246975	1077	-	2245899	2246975	1077	ORF	similar to oxidoreductase	hypothetical protein - RAST_Product: Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	Operon_393	General function prediction only	ATG	 
lmo2164	2247050	2247928	879	-	2247050	2247928	879	ORF	similar to transcriptional regulator (AraC/XylS family)	hypothetical protein - RAST_Product: Transcriptional regulator, AraC family	Transcriptional regulator, AraC family		Transcription	ATG	 
lmo2165	2247998	2248693	696	-	2247998	2248693	696	ORF	similar to transcription regulator CRP/FNR family	hypothetical protein - RAST_Product: hypothetical protein	hypothetical protein	Operon_394	Signal transduction mechanisms	ATG	 
lmo2166	2248946	2249617	672	-	2248946	2249617	672	ORF	lmo2166	hypothetical protein - RAST_Product: cyclic nucleotide-binding protein	cyclic nucleotide-binding protein	Operon_394	Signal transduction mechanisms	ATG	 
lmo2167	2249683	2250300	618	-	2249683	2250300	618	ORF		hypothetical protein	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Operon_394	General function prediction only	ATG	 
lmo2168	2250431	2250820	390	+	2250431	2250820	390	ORF	similar to glyoxalase I	hypothetical protein - RAST_Product: Lactoylglutathione lyase (EC 4.4.1.5)	Lactoylglutathione lyase (EC 4.4.1.5)	Operon_395	Amino acid transport and metabolism	ATG	 
lmo2169	2250846	2251004	159	+	2250846	2251004	159	ORF	lmo2169	hypothetical protein - RAST_Product: FIG00774182: hypothetical protein	FIG00774182: hypothetical protein	Operon_395	Not in COGs	ATG	 
lmo2170	2251050	2251979	930	-	2251050	2251979	930	ORF		hypothetical protein - RAST_Product: Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)		General function prediction only	ATG	 
lmo2171	2252001	2253224	1224	-	2252001	2253224	1224	ORF	similar to antiporter proteins	hypothetical protein - RAST_Product: Oxalate/formate antiporter	Oxalate/formate antiporter		"Carbohydrate transport and metabolism; Amino acid transport and metabolism; Inorganic ion transport and metabolism; General function prediction only;"	ATG	 
lmo2172	2253221	2254804	1584	-	2253221	2254804	1584	ORF	similar to propionate CoA-transferase	hypothetical protein - RAST_Product: Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)	Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)		Lipid transport and metabolism	TTG	 
lmo2173	2255034	2256401	1368	-	2255034	2256401	1368	ORF	similar to sigma-54-dependent transcriptional activator	hypothetical protein - RAST_Product: Sigma-54 dependent transcriptional regulator	Sigma-54 dependent transcriptional regulator		"Transcription; Signal transduction mechanisms;"	ATG	 
lmo2174	2256507	2257580	1074	-	2256507	2257580	1074	ORF		hypothetical protein - RAST_Product: GGDEF domain protein	GGDEF domain protein		Signal transduction mechanisms	TTG	 
lmo2175	2257754	2258515	762	-	2257754	2258515	762	ORF	"similar to dehydrogenase; Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis"	3-ketoacyl-(acyl-carrier-protein) reductase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)		"Lipid transport and metabolism; Secondary metabolites biosynthesis, transport and catabolism; General function prediction only;"	ATG	 
lmo2176	2258697	2259260	564	+	2258697	2259260	564	ORF	similar to transcriptional regulator (tetR family)	hypothetical protein - RAST_Product: Transcriptional regulator, TetR family	Transcriptional regulator, TetR family		Transcription	ATG	 
lmo2177	2259366	2259713	348	+	2259366	2259713	348	ORF		hypothetical protein - RAST_Product: FIG01225675: hypothetical protein	FIG01225675: hypothetical protein		Not in COGs	ATG	 
lmo2178	2259753	2264591	4839	-	2259753	2264591	4839	ORF		peptidoglycan binding protein	Putative peptidoglycan bound protein (LPXTG motif) Lmo2178 homolog		Cell wall/membrane biogenesis	GTG	 
lmo2179	2264772	2268230	3459	-	2264772	2268230	3459	ORF		peptidoglycan binding protein	Putative peptidoglycan bound protein (LPXTG motif) Lmo2179 homolog		Not in COGs	GTG	 
lmo2180	2268424	2268900	477	-	2268424	2268900	477	ORF		hypothetical protein - RAST_Product: FIG00774300: hypothetical protein	FIG00774300: hypothetical protein		Not in COGs	ATG	 
lmo2181	2268961	2269701	741	-	2268961	2269701	741	ORF		hypothetical protein - RAST_Product: NPQTN specific sortase B	NPQTN specific sortase B	Operon_396	Cell wall/membrane biogenesis	GTG	 
lmo2182	2269705	2270484	780	-	2269705	2270484	780	ORF	similar to ferrichrome ABC transporter (ATP-binding protein)	hypothetical protein - RAST_Product: Heme transporter analogous to IsdDEF, ATP-binding protein	Heme transporter analogous to IsdDEF, ATP-binding protein	Operon_396	"Inorganic ion transport and metabolism; Coenzyme transport and metabolism;"	ATG	 
lmo2183	2270465	2271454	990	-	2270465	2271454	990	ORF	similar to ferrichrome ABC transporter (permease)	hypothetical protein - RAST_Product: Heme transporter IsdDEF, permease component IsdF	Heme transporter IsdDEF, permease component IsdF	Operon_396	Inorganic ion transport and metabolism	ATG	 
lmo2184	2271444	2272316	873	-	2271444	2272316	873	ORF	similar to ferrichrome ABC transporter (binding protein)	hypothetical protein - RAST_Product: Heme transporter IsdDEF, lipoprotein IsdE	Heme transporter IsdDEF, lipoprotein IsdE	Operon_396	Inorganic ion transport and metabolism	ATG	 
lmo2185	2272403	2274112	1710	-	2272403	2274112	1710	ORF	lmo2185	hypothetical protein - RAST_Product: Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC	Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC	Operon_396	Cell wall/membrane biogenesis	ATG	 
